Year,Table,County,Method of Delivery,Count,Percent
2010,14,New York City,Primary C-Sections,25223,21.08
2010,14,Bronx,Primary C-Sections,4653,20.90
2010,14,Kings,Primary C-Sections,8203,19.68
2010,14,New York,Primary C-Sections,4744,24.14
2010,14,Queens,Primary C-Sections,6626,21.77
2010,14,Richmond,Primary C-Sections,997,17.81
2010,14,Rest of State,Primary C-Sections,25723,21.05
2010,14,Albany,Primary C-Sections,603,19.62
2010,14,Allegany,Primary C-Sections,86,18.30
2010,14,Broome,Primary C-Sections,451,22.03
2010,14,Cattaraugus,Primary C-Sections,159,18.03
2010,14,Cayuga,Primary C-Sections,134,16.34
2010,14,Chautauqua,Primary C-Sections,253,18.81
2010,14,Chemung,Primary C-Sections,180,17.98
2010,14,Chenango,Primary C-Sections,89,19.06
2010,14,Clinton,Primary C-Sections,167,19.93
2010,14,Columbia,Primary C-Sections,117,19.86
2010,14,Cortland,Primary C-Sections,81,17.84
2010,14,Delaware,Primary C-Sections,66,14.38
2010,14,Dutchess,Primary C-Sections,637,22.23
2010,14,Erie,Primary C-Sections,2084,21.40
2010,14,Essex,Primary C-Sections,64,18.99
2010,14,Franklin,Primary C-Sections,126,26.25
2010,14,Fulton,Primary C-Sections,115,20.83
2010,14,Genesee,Primary C-Sections,123,18.95
2010,14,Greene,Primary C-Sections,94,20.43
2010,14,Hamilton,Primary C-Sections,4,11.76
2010,14,Herkimer,Primary C-Sections,120,19.11
2010,14,Jefferson,Primary C-Sections,278,13.50
2010,14,Lewis,Primary C-Sections,61,20.07
2010,14,Livingston,Primary C-Sections,112,19.65
2010,14,Madison,Primary C-Sections,104,16.30
2010,14,Monroe,Primary C-Sections,1608,18.87
2010,14,Montgomery,Primary C-Sections,104,19.26
2010,14,Nassau,Primary C-Sections,3382,23.82
2010,14,Niagara,Primary C-Sections,561,25.34
2010,14,Oneida,Primary C-Sections,527,20.04
2010,14,Onondaga,Primary C-Sections,924,17.28
2010,14,Ontario,Primary C-Sections,182,17.57
2010,14,Orange,Primary C-Sections,922,18.74
2010,14,Orleans,Primary C-Sections,95,21.94
2010,14,Oswego,Primary C-Sections,234,17.77
2010,14,Otsego,Primary C-Sections,81,15.76
2010,14,Putnam,Primary C-Sections,215,23.12
2010,14,Rensselaer,Primary C-Sections,338,20.18
2010,14,Rockland,Primary C-Sections,640,14.83
2010,14,St Lawrence,Primary C-Sections,261,22.54
2010,14,Saratoga,Primary C-Sections,480,20.85
2010,14,Schenectady,Primary C-Sections,359,19.54
2010,14,Schoharie,Primary C-Sections,44,15.38
2010,14,Schuyler,Primary C-Sections,45,26.79
2010,14,Seneca,Primary C-Sections,74,18.83
2010,14,Steuben,Primary C-Sections,236,20.94
2010,14,Suffolk,Primary C-Sections,4024,23.96
2010,14,Sullivan,Primary C-Sections,157,19.01
2010,14,Tioga,Primary C-Sections,88,20.00
2010,14,Tompkins,Primary C-Sections,161,19.47
2010,14,Ulster,Primary C-Sections,324,19.15
2010,14,Warren,Primary C-Sections,122,19.97
2010,14,Washington,Primary C-Sections,134,22.22
2010,14,Wayne,Primary C-Sections,163,16.86
2010,14,Westchester,Primary C-Sections,2832,25.51
2010,14,Wyoming,Primary C-Sections,68,17.35
2010,14,Yates,Primary C-Sections,30,9.71
2010,14,New York State,Repeat C-Sections,32872,13.59
2010,14,New York City,Repeat C-Sections,14299,11.95
2010,14,Bronx,Repeat C-Sections,2748,12.35
2010,14,Kings,Repeat C-Sections,4531,10.87
2010,14,New York,Repeat C-Sections,1855,9.44
2010,14,Queens,Repeat C-Sections,4107,13.49
2010,14,Richmond,Repeat C-Sections,1058,18.90
2010,14,Rest of State,Repeat C-Sections,18573,15.20
2010,14,Albany,Repeat C-Sections,399,12.98
2010,14,Allegany,Repeat C-Sections,84,17.87
2010,14,Broome,Repeat C-Sections,313,15.29
2010,14,Cattaraugus,Repeat C-Sections,135,15.31
2010,14,Cayuga,Repeat C-Sections,92,11.22
2010,14,Chautauqua,Repeat C-Sections,216,16.06
2010,14,Chemung,Repeat C-Sections,108,10.79
2010,14,Chenango,Repeat C-Sections,56,11.99
2010,14,Clinton,Repeat C-Sections,118,14.08
2010,14,Columbia,Repeat C-Sections,89,15.11
2010,14,Cortland,Repeat C-Sections,63,13.88
2010,14,Delaware,Repeat C-Sections,61,13.29
2010,14,Dutchess,Repeat C-Sections,455,15.88
2010,14,Erie,Repeat C-Sections,1379,14.16
2010,14,Essex,Repeat C-Sections,34,10.09
2010,14,Franklin,Repeat C-Sections,69,14.38
2010,14,Fulton,Repeat C-Sections,95,17.21
2010,14,Genesee,Repeat C-Sections,99,15.25
2010,14,Greene,Repeat C-Sections,68,14.78
2010,14,Hamilton,Repeat C-Sections,5,14.71
2010,14,Herkimer,Repeat C-Sections,90,14.33
2010,14,Jefferson,Repeat C-Sections,272,13.21
2010,14,Lewis,Repeat C-Sections,39,12.83
2010,14,Livingston,Repeat C-Sections,85,14.91
2010,14,Madison,Repeat C-Sections,82,12.85
2010,14,Monroe,Repeat C-Sections,1038,12.18
2010,14,Montgomery,Repeat C-Sections,73,13.52
2010,14,Nassau,Repeat C-Sections,2388,16.82
2010,14,Niagara,Repeat C-Sections,404,18.25
2010,14,Oneida,Repeat C-Sections,405,15.40
2010,14,Onondaga,Repeat C-Sections,784,14.66
2010,14,Ontario,Repeat C-Sections,111,10.71
2010,14,Orange,Repeat C-Sections,691,14.04
2010,14,Orleans,Repeat C-Sections,59,13.63
2010,14,Oswego,Repeat C-Sections,206,15.64
2010,14,Otsego,Repeat C-Sections,63,12.26
2010,14,Putnam,Repeat C-Sections,155,16.67
2010,14,Rensselaer,Repeat C-Sections,215,12.84
2010,14,Rockland,Repeat C-Sections,516,11.95
2010,14,St Lawrence,Repeat C-Sections,203,17.53
2010,14,Saratoga,Repeat C-Sections,346,15.03
2010,14,Schenectady,Repeat C-Sections,217,11.81
2010,14,Schoharie,Repeat C-Sections,28,9.79
2010,14,Schuyler,Repeat C-Sections,30,17.86
2010,14,Seneca,Repeat C-Sections,37,9.41
2010,14,Steuben,Repeat C-Sections,167,14.82
2010,14,Suffolk,Repeat C-Sections,3296,19.62
2010,14,Sullivan,Repeat C-Sections,123,14.89
2010,14,Tioga,Repeat C-Sections,44,10.00
2010,14,Tompkins,Repeat C-Sections,113,13.66
2010,14,Ulster,Repeat C-Sections,251,14.83
2010,14,Warren,Repeat C-Sections,92,15.06
2010,14,Washington,Repeat C-Sections,72,11.94
2010,14,Wayne,Repeat C-Sections,150,15.51
2010,14,Westchester,Repeat C-Sections,1707,15.38
2010,14,Wyoming,Repeat C-Sections,59,15.05
2010,14,Yates,Repeat C-Sections,24,7.77
2010,14,New York State,Vaginal After C-Section,3548,9.74
2010,14,New York City,Vaginal After C-Section,1920,11.84
2010,14,Bronx,Vaginal After C-Section,384,12.26
2010,14,Kings,Vaginal After C-Section,736,13.97
2010,14,New York,Vaginal After C-Section,240,11.46
2010,14,Queens,Vaginal After C-Section,488,10.62
2010,14,Richmond,Vaginal After C-Section,72,6.37
2010,14,Rest of State,Vaginal After C-Section,1628,8.06
2010,14,Albany,Vaginal After C-Section,71,15.11
2010,14,Allegany,Vaginal After C-Section,4,4.55
2010,14,Broome,Vaginal After C-Section,17,5.15
2010,14,Cattaraugus,Vaginal After C-Section,4,2.88
2010,14,Cayuga,Vaginal After C-Section,8,8.00
2010,14,Chautauqua,Vaginal After C-Section,3,1.37
2010,14,Chemung,Vaginal After C-Section,17,13.60
2010,14,Chenango,Vaginal After C-Section,4,6.67
2010,14,Clinton,Vaginal After C-Section,10,7.81
2010,14,Columbia,Vaginal After C-Section,5,5.32
2010,14,Cortland,Vaginal After C-Section,1,1.56
2010,14,Delaware,Vaginal After C-Section,8,11.59
2010,14,Dutchess,Vaginal After C-Section,49,9.72
2010,14,Erie,Vaginal After C-Section,125,8.31
2010,14,Essex,Vaginal After C-Section,2,5.56
2010,14,Franklin,Vaginal After C-Section,6,8.00
2010,14,Fulton,Vaginal After C-Section,3,3.06
2010,14,Genesee,Vaginal After C-Section,8,7.48
2010,14,Greene,Vaginal After C-Section,2,2.86
2010,14,Hamilton,Vaginal After C-Section,0,0.00
2010,14,Herkimer,Vaginal After C-Section,9,9.09
2010,14,Jefferson,Vaginal After C-Section,34,11.11
2010,14,Lewis,Vaginal After C-Section,9,18.75
2010,14,Livingston,Vaginal After C-Section,11,11.46
2010,14,Madison,Vaginal After C-Section,4,4.65
2010,14,Monroe,Vaginal After C-Section,142,12.03
2010,14,Montgomery,Vaginal After C-Section,4,5.19
2010,14,Nassau,Vaginal After C-Section,171,6.68
2010,14,Niagara,Vaginal After C-Section,24,5.61
2010,14,Oneida,Vaginal After C-Section,28,6.47
2010,14,Onondaga,Vaginal After C-Section,92,10.50
2010,14,Ontario,Vaginal After C-Section,22,16.54
2010,14,Orange,Vaginal After C-Section,116,14.37
2010,14,Orleans,Vaginal After C-Section,7,10.61
2010,14,Oswego,Vaginal After C-Section,11,5.07
2010,14,Otsego,Vaginal After C-Section,6,8.70
2010,14,Putnam,Vaginal After C-Section,5,3.12
2010,14,Rensselaer,Vaginal After C-Section,18,7.73
2010,14,Rockland,Vaginal After C-Section,138,21.10
2010,14,St Lawrence,Vaginal After C-Section,12,5.58
2010,14,Saratoga,Vaginal After C-Section,17,4.68
2010,14,Schenectady,Vaginal After C-Section,31,12.50
2010,14,Schoharie,Vaginal After C-Section,3,9.68
2010,14,Schuyler,Vaginal After C-Section,1,3.23
2010,14,Seneca,Vaginal After C-Section,3,7.50
2010,14,Steuben,Vaginal After C-Section,11,6.18
2010,14,Suffolk,Vaginal After C-Section,133,3.88
2010,14,Sullivan,Vaginal After C-Section,10,7.52
2010,14,Tioga,Vaginal After C-Section,6,12.00
2010,14,Tompkins,Vaginal After C-Section,15,11.72
2010,14,Ulster,Vaginal After C-Section,39,13.45
2010,14,Warren,Vaginal After C-Section,4,4.17
2010,14,Washington,Vaginal After C-Section,3,4.00
2010,14,Wayne,Vaginal After C-Section,9,5.66
2010,14,Westchester,Vaginal After C-Section,121,6.62
2011,14,Chemung,Not Stated,1,
2010,14,Wyoming,Vaginal After C-Section,6,9.23
2010,14,Yates,Vaginal After C-Section,6,20.00
2011,14,New York State,Vaginal Deliveries,156855,
2011,14,New York State,Not Stated,1023,
2011,14,New York State,Total Births,239736,
2011,14,New York City,Vaginal Deliveries,79944,
2011,14,New York City,Not Stated,299,
2011,14,New York City,Total Births,118719,
2011,14,Bronx,Not Stated,171,
2011,14,Bronx,Total Births,21694,
2011,14,Bronx,Vaginal Deliveries,14531,
2011,14,Kings,Vaginal Deliveries,29140,
2011,14,Kings,Not Stated,53,
2011,14,Kings,Total Births,41673,
2011,14,New York,Not Stated,45,
2011,14,New York,Total Births,19508,
2011,14,New York,Vaginal Deliveries,12969,
2011,14,Queens,Vaginal Deliveries,19873,
2011,14,Queens,Not Stated,29,
2011,14,Queens,Total Births,30300,
2011,14,Richmond,Not Stated,1,
2011,14,Richmond,Total Births,5544,
2011,14,Richmond,Vaginal Deliveries,3431,
2011,14,Rest of State,Vaginal Deliveries,76911,
2011,14,Rest of State,Not Stated,724,
2011,14,Rest of State,Total Births,121017,
2011,14,Albany,Not Stated,1,
2011,14,Albany,Total Births,3122,
2011,14,Albany,Vaginal Deliveries,2073,
2011,14,Allegany,Vaginal Deliveries,335,
2011,14,Allegany,Not Stated,30,
2011,14,Allegany,Total Births,526,
2011,14,Broome,Not Stated,2,
2011,14,Broome,Total Births,2052,
2011,14,Broome,Vaginal Deliveries,1294,
2011,14,Cattaraugus,Vaginal Deliveries,572,
2011,14,Cattaraugus,Not Stated,88,
2011,14,Cattaraugus,Total Births,911,
2011,14,Cayuga,Not Stated,1,
2011,14,Cayuga,Total Births,803,
2011,14,Cayuga,Vaginal Deliveries,547,
2011,14,Chautauqua,Vaginal Deliveries,925,
2011,14,Chautauqua,Total Births,1412,
2011,14,Chautauqua,Not Stated,33,
2011,14,Chemung,Total Births,1025,
2011,14,Chemung,Vaginal Deliveries,696,
2011,14,Chenango,Vaginal Deliveries,373,
2011,14,Chenango,Total Births,525,
2011,14,Chenango,Not Stated,2,
2011,14,Clinton,Not Stated,0,
2011,14,Clinton,Total Births,769,
2011,14,Clinton,Vaginal Deliveries,479,
2011,14,Columbia,Vaginal Deliveries,358,
2011,14,Columbia,Not Stated,1,
2011,14,Columbia,Total Births,544,
2011,14,Cortland,Vaginal Deliveries,316,
2011,14,Cortland,Not Stated,3,
2011,14,Cortland,Total Births,481,
2011,14,Delaware,Vaginal Deliveries,285,
2011,14,Delaware,Not Stated,0,
2011,14,Delaware,Total Births,392,
2011,14,Dutchess,Not Stated,2,
2011,14,Dutchess,Total Births,2652,
2011,14,Dutchess,Vaginal Deliveries,1670,
2011,14,Erie,Vaginal Deliveries,6400,
2011,14,Erie,Not Stated,13,
2011,14,Erie,Total Births,9693,
2011,14,Essex,Not Stated,0,
2011,14,Essex,Total Births,314,
2011,14,Essex,Vaginal Deliveries,213,
2011,14,Franklin,Vaginal Deliveries,304,
2011,14,Franklin,Not Stated,7,
2011,14,Franklin,Total Births,521,
2011,14,Fulton,Not Stated,2,
2011,14,Fulton,Total Births,584,
2011,14,Fulton,Vaginal Deliveries,371,
2011,14,Genesee,Vaginal Deliveries,404,
2011,14,Genesee,Not Stated,1,
2011,14,Genesee,Total Births,586,
2011,14,Greene,Not Stated,1,
2011,14,Greene,Total Births,428,
2011,14,Greene,Vaginal Deliveries,275,
2011,14,Hamilton,Vaginal Deliveries,25,
2011,14,Hamilton,Not Stated,0,
2011,14,Hamilton,Total Births,39,
2011,14,Herkimer,Not Stated,10,
2011,14,Herkimer,Total Births,659,
2011,14,Herkimer,Vaginal Deliveries,431,
2011,14,Jefferson,Vaginal Deliveries,1612,
2011,14,Jefferson,Not Stated,6,
2011,14,Jefferson,Total Births,2113,
2011,14,Lewis,Not Stated,14,
2011,14,Lewis,Total Births,338,
2011,14,Lewis,Vaginal Deliveries,210,
2011,14,Livingston,Vaginal Deliveries,407,
2011,14,Livingston,Total Births,577,
2011,14,Livingston,Not Stated,1,
2011,14,Madison,Total Births,696,
2011,14,Madison,Vaginal Deliveries,462,
2011,14,Madison,Not Stated,8,
2011,14,Monroe,Not Stated,0,
2011,14,Monroe,Vaginal Deliveries,5702,
2011,14,Monroe,Total Births,8427,
2011,14,Montgomery,Vaginal Deliveries,354,
2011,14,Montgomery,Not Stated,35,
2011,14,Montgomery,Total Births,567,
2011,14,Nassau,Not Stated,3,
2011,14,Nassau,Vaginal Deliveries,8438,
2011,14,Nassau,Total Births,14079,
2011,14,Niagara,Vaginal Deliveries,1234,
2011,14,Niagara,Not Stated,0,
2011,14,Niagara,Total Births,2129,
2011,14,Oneida,Not Stated,2,
2011,14,Oneida,Vaginal Deliveries,1685,
2011,14,Oneida,Total Births,2689,
2011,14,Onondaga,Vaginal Deliveries,3673,
2011,14,Onondaga,Not Stated,1,
2011,14,Onondaga,Total Births,5416,
2011,14,Ontario,Vaginal Deliveries,729,
2011,14,Ontario,Not Stated,0,
2011,14,Ontario,Total Births,1020,
2011,14,Orange,Vaginal Deliveries,3208,
2011,14,Orange,Not Stated,84,
2011,14,Orange,Total Births,4835,
2011,14,Orleans,Vaginal Deliveries,293,
2011,14,Orleans,Not Stated,2,
2011,14,Orleans,Total Births,411,
2011,14,Oswego,Vaginal Deliveries,902,
2011,14,Oswego,Not Stated,11,
2011,14,Oswego,Total Births,1348,
2011,14,Otsego,Vaginal Deliveries,380,
2011,14,Otsego,Not Stated,10,
2011,14,Otsego,Total Births,535,
2011,14,Putnam,Vaginal Deliveries,526,
2011,14,Putnam,Not Stated,1,
2011,14,Putnam,Total Births,866,
2011,14,Rensselaer,Vaginal Deliveries,1128,
2011,14,Rensselaer,Not Stated,1,
2011,14,Rensselaer,Total Births,1730,
2011,14,Rockland,Vaginal Deliveries,3260,
2011,14,Rockland,Not Stated,186,
2011,14,Rockland,Total Births,4535,
2011,14,St Lawrence,Vaginal Deliveries,684,
2011,14,St Lawrence,Not Stated,57,
2011,14,St Lawrence,Total Births,1254,
2011,14,Saratoga,Not Stated,1,
2011,14,Saratoga,Total Births,2148,
2011,14,Saratoga,Vaginal Deliveries,1371,
2011,14,Schenectady,Vaginal Deliveries,1202,
2011,14,Schenectady,Not Stated,0,
2011,14,Schenectady,Total Births,1764,
2011,14,Schoharie,Vaginal Deliveries,207,
2011,14,Schoharie,Not Stated,0,
2011,14,Schoharie,Total Births,288,
2011,14,Schuyler,Not Stated,0,
2011,14,Schuyler,Total Births,161,
2011,14,Schuyler,Vaginal Deliveries,94,
2011,14,Seneca,Vaginal Deliveries,296,
2011,14,Seneca,Not Stated,1,
2011,14,Seneca,Total Births,399,
2011,14,Steuben,Total Births,1058,
2011,14,Steuben,Vaginal Deliveries,658,
2011,14,Steuben,Not Stated,60,
2011,14,Suffolk,Vaginal Deliveries,8975,
2011,14,Suffolk,Not Stated,11,
2011,14,Suffolk,Total Births,16027,
2011,14,Sullivan,Vaginal Deliveries,542,
2011,14,Sullivan,Not Stated,6,
2011,14,Sullivan,Total Births,808,
2011,14,Tioga,Vaginal Deliveries,334,
2011,14,Tioga,Not Stated,1,
2011,14,Tioga,Total Births,481,
2011,14,Tompkins,Not Stated,4,
2011,14,Tompkins,Vaginal Deliveries,622,
2011,14,Tompkins,Total Births,915,
2011,14,Ulster,Vaginal Deliveries,1040,
2011,14,Ulster,Not Stated,8,
2011,14,Ulster,Total Births,1666,
2011,14,Warren,Vaginal Deliveries,380,
2011,14,Warren,Total Births,601,
2011,14,Washington,Vaginal Deliveries,430,
2011,14,Washington,Not Stated,1,
2011,14,Washington,Total Births,655,
2011,14,Wayne,Not Stated,0,
2011,14,Wayne,Total Births,1033,
2011,14,Wayne,Vaginal Deliveries,721,
2011,14,Westchester,Vaginal Deliveries,6324,
2011,14,Westchester,Not Stated,5,
2011,14,Westchester,Total Births,10719,
2011,14,Wyoming,Vaginal Deliveries,251,
2011,14,Wyoming,Not Stated,6,
2011,14,Wyoming,Total Births,389,
2011,14,Yates,Vaginal Deliveries,231,
2011,14,Yates,Not Stated,0,
2011,14,Yates,Total Births,302,
2011,14,New York State,Cesarean Deliveries,81858,34.29
2011,14,New York City,Cesarean Deliveries,38476,32.49
2011,14,Bronx,Cesarean Deliveries,6992,32.49
2011,14,Kings,Cesarean Deliveries,12480,29.99
2011,14,New York,Cesarean Deliveries,6494,33.37
2011,14,Queens,Cesarean Deliveries,10398,34.35
2011,14,Richmond,Cesarean Deliveries,2112,38.10
2011,14,Rest of State,Cesarean Deliveries,43382,36.06
2011,14,Albany,Cesarean Deliveries,1048,33.58
2011,14,Allegany,Cesarean Deliveries,161,32.46
2011,14,Broome,Cesarean Deliveries,756,36.88
2011,14,Cattaraugus,Cesarean Deliveries,251,30.50
2011,14,Cayuga,Cesarean Deliveries,255,31.80
2011,14,Chautauqua,Cesarean Deliveries,454,32.92
2011,14,Chemung,Cesarean Deliveries,328,32.03
2011,14,Chenango,Cesarean Deliveries,150,28.68
2011,14,Clinton,Cesarean Deliveries,290,37.71
2011,14,Columbia,Cesarean Deliveries,185,34.07
2011,14,Cortland,Cesarean Deliveries,162,33.89
2011,14,Delaware,Cesarean Deliveries,107,27.30
2011,14,Dutchess,Cesarean Deliveries,980,36.98
2011,14,Erie,Cesarean Deliveries,3280,33.88
2011,14,Essex,Cesarean Deliveries,101,32.17
2011,14,Franklin,Cesarean Deliveries,210,40.86
2011,14,Fulton,Cesarean Deliveries,211,36.25
2011,14,Genesee,Cesarean Deliveries,181,30.94
2011,14,Greene,Cesarean Deliveries,152,35.60
2011,14,Hamilton,Cesarean Deliveries,14,35.90
2011,14,Herkimer,Cesarean Deliveries,218,33.59
2011,14,Jefferson,Cesarean Deliveries,495,23.49
2011,14,Lewis,Cesarean Deliveries,114,35.19
2011,14,Livingston,Cesarean Deliveries,169,29.34
2011,14,Madison,Cesarean Deliveries,226,32.85
2011,14,Monroe,Cesarean Deliveries,2725,32.34
2011,14,Montgomery,Cesarean Deliveries,178,33.46
2011,14,Nassau,Cesarean Deliveries,5638,40.05
2011,14,Niagara,Cesarean Deliveries,895,42.04
2011,14,Oneida,Cesarean Deliveries,1002,37.29
2011,14,Onondaga,Cesarean Deliveries,1742,32.17
2011,14,Ontario,Cesarean Deliveries,291,28.53
2011,14,Orange,Cesarean Deliveries,1543,32.48
2011,14,Orleans,Cesarean Deliveries,116,28.36
2011,14,Oswego,Cesarean Deliveries,435,32.54
2011,14,Otsego,Cesarean Deliveries,145,27.62
2011,14,Putnam,Cesarean Deliveries,339,39.19
2011,14,Rensselaer,Cesarean Deliveries,601,34.76
2011,14,Rockland,Cesarean Deliveries,1089,25.04
2011,14,St Lawrence,Cesarean Deliveries,513,42.86
2011,14,Saratoga,Cesarean Deliveries,776,36.14
2011,14,Schenectady,Cesarean Deliveries,562,31.86
2011,14,Schoharie,Cesarean Deliveries,81,28.12
2011,14,Schuyler,Cesarean Deliveries,67,41.61
2011,14,Seneca,Cesarean Deliveries,102,25.63
2011,14,Steuben,Cesarean Deliveries,340,34.07
2011,14,Suffolk,Cesarean Deliveries,7041,43.96
2011,14,Sullivan,Cesarean Deliveries,260,32.42
2011,14,Tioga,Cesarean Deliveries,146,30.42
2011,14,Tompkins,Cesarean Deliveries,289,31.72
2011,14,Ulster,Cesarean Deliveries,618,37.27
2011,14,Warren,Cesarean Deliveries,221,36.77
2011,14,Washington,Cesarean Deliveries,224,34.25
2011,14,Wayne,Cesarean Deliveries,312,30.20
2011,14,Westchester,Cesarean Deliveries,4390,40.97
2011,14,Wyoming,Cesarean Deliveries,132,34.46
2011,14,Yates,Cesarean Deliveries,71,23.51
2011,14,New York State,Primary C-Sections,48559,20.34
2011,14,New York City,Primary C-Sections,23860,20.15
2011,14,Bronx,Primary C-Sections,4181,19.43
2011,14,Kings,Primary C-Sections,7854,18.87
2011,14,New York,Primary C-Sections,4516,23.20
2011,14,Queens,Primary C-Sections,6219,20.54
2011,14,Richmond,Primary C-Sections,1090,19.66
2011,14,Rest of State,Primary C-Sections,24699,20.53
2011,14,Albany,Primary C-Sections,602,19.29
2011,14,Allegany,Primary C-Sections,80,16.13
2011,14,Broome,Primary C-Sections,429,20.93
2011,14,Cattaraugus,Primary C-Sections,121,14.70
2011,14,Cayuga,Primary C-Sections,166,20.70
2011,14,Chautauqua,Primary C-Sections,243,17.62
2011,14,Chemung,Primary C-Sections,198,19.34
2011,14,Chenango,Primary C-Sections,88,16.83
2011,14,Clinton,Primary C-Sections,195,25.36
2011,14,Columbia,Primary C-Sections,110,20.26
2011,14,Cortland,Primary C-Sections,82,17.15
2011,14,Delaware,Primary C-Sections,51,13.01
2011,14,Dutchess,Primary C-Sections,609,22.98
2011,14,Erie,Primary C-Sections,1854,19.15
2011,14,Essex,Primary C-Sections,62,19.75
2011,14,Franklin,Primary C-Sections,135,26.26
2011,14,Fulton,Primary C-Sections,124,21.31
2011,14,Genesee,Primary C-Sections,97,16.58
2011,14,Greene,Primary C-Sections,77,18.03
2011,14,Hamilton,Primary C-Sections,6,15.38
2011,14,Herkimer,Primary C-Sections,109,16.80
2011,14,Jefferson,Primary C-Sections,252,11.96
2011,14,Lewis,Primary C-Sections,60,18.52
2011,14,Livingston,Primary C-Sections,93,16.15
2011,14,Madison,Primary C-Sections,104,15.12
2011,14,Monroe,Primary C-Sections,1655,19.64
2011,14,Montgomery,Primary C-Sections,88,16.54
2011,14,Nassau,Primary C-Sections,3161,22.46
2011,14,Niagara,Primary C-Sections,500,23.49
2011,14,Oneida,Primary C-Sections,572,21.29
2011,14,Onondaga,Primary C-Sections,975,18.01
2011,14,Ontario,Primary C-Sections,179,17.55
2011,14,Orange,Primary C-Sections,843,17.74
2011,14,Orleans,Primary C-Sections,72,17.60
2011,14,Oswego,Primary C-Sections,222,16.60
2014,14,New York City,Vaginal Deliveries,78419,
2011,14,Otsego,Primary C-Sections,80,15.24
2011,14,Putnam,Primary C-Sections,180,20.81
2011,14,Rensselaer,Primary C-Sections,402,23.25
2011,14,Rockland,Primary C-Sections,638,14.67
2011,14,St Lawrence,Primary C-Sections,298,24.90
2011,14,Saratoga,Primary C-Sections,469,21.84
2011,14,Schenectady,Primary C-Sections,334,18.93
2011,14,Schoharie,Primary C-Sections,45,15.62
2011,14,Schuyler,Primary C-Sections,38,23.60
2011,14,Seneca,Primary C-Sections,60,15.08
2011,14,Steuben,Primary C-Sections,204,20.44
2011,14,Suffolk,Primary C-Sections,3733,23.31
2011,14,Sullivan,Primary C-Sections,151,18.83
2011,14,Tioga,Primary C-Sections,96,20.00
2011,14,Tompkins,Primary C-Sections,175,19.21
2011,14,Ulster,Primary C-Sections,357,21.53
2011,14,Warren,Primary C-Sections,138,22.96
2011,14,Washington,Primary C-Sections,140,21.41
2011,14,Wayne,Primary C-Sections,165,15.97
2011,14,Westchester,Primary C-Sections,2660,24.83
2011,14,Wyoming,Primary C-Sections,76,19.84
2011,14,Yates,Primary C-Sections,46,15.23
2011,14,New York State,Repeat C-Sections,33299,13.95
2011,14,New York City,Repeat C-Sections,14616,12.34
2011,14,Bronx,Repeat C-Sections,2811,13.06
2011,14,Kings,Repeat C-Sections,4626,11.11
2011,14,New York,Repeat C-Sections,1978,10.16
2011,14,Queens,Repeat C-Sections,4179,13.81
2011,14,Richmond,Repeat C-Sections,1022,18.44
2011,14,Rest of State,Repeat C-Sections,18683,15.53
2011,14,Albany,Repeat C-Sections,446,14.29
2011,14,Allegany,Repeat C-Sections,81,16.33
2011,14,Broome,Repeat C-Sections,327,15.95
2011,14,Cattaraugus,Repeat C-Sections,130,15.80
2011,14,Cayuga,Repeat C-Sections,89,11.10
2011,14,Chautauqua,Repeat C-Sections,211,15.30
2011,14,Chemung,Repeat C-Sections,130,12.70
2011,14,Chenango,Repeat C-Sections,62,11.85
2011,14,Clinton,Repeat C-Sections,95,12.35
2011,14,Columbia,Repeat C-Sections,75,13.81
2011,14,Cortland,Repeat C-Sections,80,16.74
2014,14,New York City,Not Stated,341,
2011,14,Delaware,Repeat C-Sections,56,14.29
2011,14,Dutchess,Repeat C-Sections,371,14.00
2011,14,Erie,Repeat C-Sections,1426,14.73
2011,14,Essex,Repeat C-Sections,39,12.42
2011,14,Franklin,Repeat C-Sections,75,14.59
2011,14,Fulton,Repeat C-Sections,87,14.95
2011,14,Genesee,Repeat C-Sections,84,14.36
2011,14,Greene,Repeat C-Sections,75,17.56
2011,14,Hamilton,Repeat C-Sections,8,20.51
2011,14,Herkimer,Repeat C-Sections,109,16.80
2011,14,Jefferson,Repeat C-Sections,243,11.53
2011,14,Lewis,Repeat C-Sections,54,16.67
2011,14,Livingston,Repeat C-Sections,76,13.19
2011,14,Madison,Repeat C-Sections,122,17.73
2011,14,Monroe,Repeat C-Sections,1070,12.70
2011,14,Montgomery,Repeat C-Sections,90,16.92
2011,14,Nassau,Repeat C-Sections,2477,17.60
2011,14,Niagara,Repeat C-Sections,395,18.55
2011,14,Oneida,Repeat C-Sections,430,16.00
2011,14,Onondaga,Repeat C-Sections,767,14.16
2011,14,Ontario,Repeat C-Sections,112,10.98
2011,14,Orange,Repeat C-Sections,700,14.73
2011,14,Orleans,Repeat C-Sections,44,10.76
2011,14,Oswego,Repeat C-Sections,213,15.93
2011,14,Otsego,Repeat C-Sections,65,12.38
2011,14,Putnam,Repeat C-Sections,159,18.38
2011,14,Rensselaer,Repeat C-Sections,199,11.51
2011,14,Rockland,Repeat C-Sections,451,10.37
2011,14,St Lawrence,Repeat C-Sections,215,17.96
2011,14,Saratoga,Repeat C-Sections,307,14.30
2011,14,Schenectady,Repeat C-Sections,228,12.93
2011,14,Schoharie,Repeat C-Sections,36,12.50
2011,14,Schuyler,Repeat C-Sections,29,18.01
